Property Type,District,Mukim,Scheme Name/Area,Road Name,"Month, Year of Transaction Date",Tenure,Land/Parcel Area,Unit,Main Floor Area,Unit        ,Unit Level,Transaction Price  ,query,latitude,longitude,school,kindergarten,university,hospital,clinic,supermarket,place_of_worship,bus_station,marketplace
2 - 2 1/2 Storey Terraced,Barat Daya,12,TAMAN SERI AMAN,LORONG BATU MAUNG 2,September 2024,Freehold,180.00,sq.m,203,sq.m,    ,"RM1,100,000.00","LORONG BATU MAUNG 2, Barat Daya, Malaysia",5.2837059,100.2821862,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Kuala Lumpur,Mukim Setapak,PLATINUM LAKE PV13,   ,January 2024,Leasehold,123.00,sq.m,-,-,17,"RM580,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Kuala Kangsar,Sungei Siput,TMN TUN SAMBANTHAN,TMN TUN SAMBATHAN,July 2024,Leasehold,308.00,sq.m,70,sq.m,    ,"RM235,000.00","TMN TUN SAMBATHAN, Kuala Kangsar, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Seberang Perai Tengah,20,TMN GUAR PERAHU (TMN BERKAT),JLN GUAR PERAHU 4,March 2024,Freehold,102.00,sq.m,59,sq.m,    ,"RM245,000.00","JLN GUAR PERAHU 4, Seberang Perai Tengah, Malaysia",5.427287,100.4738751,Yes,Yes,No,No,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Semi-Detached,Muar,Jalan Bakri,TMN JAYA,TAMAN JAYA,June 2024,Freehold,356.84,sq.m,84,sq.m,    ,"RM690,000.00","TAMAN JAYA, Muar, Malaysia",2.0103787,102.6150925,Yes,No,No,No,Yes,No,Yes,No,Yes
Detached,Kuala Lumpur,Mukim Batu,COUNTRY HEIGHTS DAMANSARA,JALAN JEMERLANG,October 2024,Freehold,983.00,sq.m,788,sq.m,    ,"RM15,000,000.00","JALAN JEMERLANG, Kuala Lumpur, Malaysia",3.1770824,101.6256388,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Petaling,Petaling,VISTA PRIMA- BDR BUKIT PUCHONG,   ,April 2024,Leasehold,99.00,sq.m,-,-,14,"RM300,000.00","Petaling, Malaysia",3.083333,101.583333,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Semi-Detached,Kinta,Ulu Kinta,BANDAR CYBER IPOH,PL 387503,July 2024,Leasehold,256.00,sq.m,270,sq.m,    ,"RM618,000.00","PL 387503, Kinta, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Klang,Kapar,TMN PEREPAT INDAH,JALAN GALAH 2C/KU15,April 2024,Leasehold,148.00,sq.m,113,sq.m,    ,"RM400,000.00","JALAN GALAH 2C/KU15, Klang, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,BANDAR BARU SRI PETALING,JLN 2/149K,April 2024,Leasehold,204.00,sq.m,153,sq.m,    ,"RM1,295,000.00","JLN 2/149K, Kuala Lumpur, Malaysia",3.0724337,101.6870027,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Kuala Langat,Tanjung 12,TAMAN AMANAH,JALAN MASHUDI,June 2024,Freehold,149.00,sq.m,84,sq.m,    ,"RM470,000.00","JALAN MASHUDI, Kuala Langat, Malaysia",2.8915905,101.5224066,Yes,Yes,No,No,Yes,No,Yes,No,Yes
Low-Cost House,Bahagian Miri,Bahagian Miri,TAMAN TUNKU,JLN KUCHING TIMUR 3,January 2024,Leasehold,103.60,sq.m,45,sq.m,    ,"RM260,000.00","JLN KUCHING TIMUR 3, Bahagian Miri, Malaysia",4.3138252,113.991201,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
Condominium/Apartment,Sepang,Pekan Bukit Bisa,GEMS RESIDENCES (IOI RESORT),   ,March 2024,Freehold,87.00,sq.m,-,-,14,"RM724,000.00","Sepang, Malaysia",2.8008619,101.7094012,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Terraced,Hulu Selangor,Bandar Serendah,TAMAN SAFFRON,OFF PUSAT LATIHAN POLIS BKT SENTOSA,May 2024,Freehold,120.77,sq.m,121,sq.m,    ,"RM448,000.00","OFF PUSAT LATIHAN POLIS BKT SENTOSA, Hulu Selangor, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Kinta,Sungei Terap,TMN SAKURA,JALAN BUNGA KENANGA,June 2024,Freehold,143.07,sq.m,93,sq.m,    ,"RM180,000.00","JALAN BUNGA KENANGA, Kinta, Malaysia",4.6606779,101.1729888,Yes,No,No,Yes,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Terraced,Kluang,Kluang,TAMAN KOPERASI MUHIBBAH,JLN HANG TUAH,November 2024,Freehold,143.07,sq.m,84,sq.m,    ,"RM260,000.00","JLN HANG TUAH, Kluang, Malaysia",2.0086364,103.3195983,Yes,No,No,Yes,Yes,No,Yes,Yes,No
2 - 2 1/2 Storey Terraced,Klang,Kelang,"SEKSYEN 29, SHAH ALAM",JALAN LOMBONG BESI 29/92,July 2024,Leasehold,130.00,sq.m,150,sq.m,    ,"RM621,000.00","JALAN LOMBONG BESI 29/92, Klang, Malaysia",2.9772015,101.5521514,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Besut,Kuala Besut,KUALA BESUT,OFF JLN ALOR PEROI-GRTK SRTS(P/L 1321),July 2024,Freehold,163.00,sq.m,65,sq.m,    ,"RM335,000.00","OFF JLN ALOR PEROI-GRTK SRTS(P/L 1321), Besut, Malaysia",,,No,No,No,No,No,No,No,No,No
Town House,Petaling,Pekan Puchong Perdana,TAMAN TASIK PRIMA,   ,November 2024,Leasehold,143.00,sq.m,-,-,1,"RM540,000.00","Petaling, Malaysia",3.083333,101.583333,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Kluang,Kluang,TAMAN SRI IMPIAN / BANDAR SRI IMPIAN,JALAN SERI IMPIAN 1/7,May 2024,Freehold,130.00,sq.m,76,sq.m,    ,"RM280,000.00","JALAN SERI IMPIAN 1/7, Kluang, Malaysia",2.002861,103.3572107,Yes,No,No,Yes,Yes,No,Yes,No,No
Low-Cost Flat,Timur Laut,13,BANDAR BARU AIR ITAM-DESA MAWAR,   ,August 2024,Freehold,50.00,sq.m,-,-,10,"RM178,000.00","Timur Laut, Malaysia",5.4103136,100.2870311,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Semi-Detached,Temerloh,Songsang,TMN KELADAN IMPIAN,JLN TMN KELADAN IMPIAN,April 2024,Freehold,290.00,sq.m,97,sq.m,    ,"RM373,000.00","JLN TMN KELADAN IMPIAN, Temerloh, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Batang Padang,Batang Padang,TAMAN LAGENDA AMAN,TMN LAGENDA AMAN,May 2024,Leasehold,121.00,sq.m,74,sq.m,    ,"RM220,000.00","TMN LAGENDA AMAN, Batang Padang, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Kulim,Bandar Kulim,TMN ANGSANA,LORONG ANGSANA 1,May 2024,Freehold,124.00,sq.m,71,sq.m,    ,"RM380,000.00","LORONG ANGSANA 1, Kulim, Malaysia",5.3747653,100.5289883,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Johor Bahru,Plentong,BDR BARU PERMAS JAYA,   ,September 2024,Freehold,94.00,sq.m,-,-,9,"RM380,000.00","Johor Bahru, Malaysia",1.4581986,103.7649059,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Melaka Tengah,Krubong,TMN KRUBONG JAYA,JALAN KJ 17,April 2024,Leasehold,141.00,sq.m,91,sq.m,    ,"RM280,000.00","JALAN KJ 17, Melaka Tengah, Malaysia",2.2934727,102.2366492,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Terraced,Timur Laut,Ayer Itam,JLN AIR ITAM,JALAN SATU,November 2024,Freehold,190.72,sq.m,136,sq.m,    ,"RM868,000.00","JALAN SATU, Timur Laut, Malaysia",5.4033467,100.2896981,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Semi-Detached,Kuantan,Beserah,PELINDUNG INDAH 11,LORONG PELINDUNG DAMAI 18,October 2024,Freehold,350.00,sq.m,109,sq.m,    ,"RM450,000.00","LORONG PELINDUNG DAMAI 18, Kuantan, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Manjung,Sitiawan,PRIMA @ SITIAWAN,JALAN PRIMA 3,June 2024,Freehold,130.00,sq.m,151,sq.m,    ,"RM271,000.00","JALAN PRIMA 3, Manjung, Malaysia",4.2286842,100.7799721,Yes,No,No,No,Yes,No,Yes,No,Yes
Condominium/Apartment,Kuala Lumpur,Mukim Setapak,VILLA WANGSAMAS CONDO,   ,April 2024,Freehold,118.00,sq.m,-,-,18,"RM490,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Detached,Larut Matang,Asam Kumbang,KG PINANG / JANA SAMBUNGAN, JLN KERANJI,January 2024,Freehold,586.79,sq.m,133,sq.m,    ,"RM300,000.00","JLN KERANJI, Larut Matang, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Johor Bahru,Pulai,TMN PERLING,JLN BELIBIS 2,January 2024,Freehold,155.00,sq.m,152,sq.m,    ,"RM498,000.00","JLN BELIBIS 2, Johor Bahru, Malaysia",1.4860048,103.6804615,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Semi-Detached,Kuala Muda,Bandar Sungai Petani,TMN EMAS SURIA,TMN EMAS SURIA,July 2024,Freehold,252.00,sq.m,92,sq.m,    ,"RM330,000.00","TMN EMAS SURIA, Kuala Muda, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Kuala Lumpur,BANGSAR BARU,JALAN TERASEK EMPAT,August 2024,Freehold,173.72,sq.m,100,sq.m,    ,"RM1,415,000.00","JALAN TERASEK EMPAT, Kuala Lumpur, Malaysia",,,No,No,No,No,No,No,No,No,No
Detached,Kerian,Kuala Kurau,TAMAN PERMATA (KUALA KURAU), PL 12810,February 2024,Freehold,445.00,sq.m,133,sq.m,    ,"RM528,000.00","PL 12810, Kerian, Malaysia",5.0067467,100.5418167,Yes,No,No,No,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Batang Padang,Chenderiang,TAMAN LAGENDA TROPIKA TAPAH,JALAN TEMOH,June 2024,Freehold,121.00,sq.m,84,sq.m,    ,"RM162,000.00","JALAN TEMOH, Batang Padang, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Kuantan,Sungai Karang,SG. KARANG DARAT I,LORONG SG KARANG DARAT 105,April 2024,Freehold,130.00,sq.m,72,sq.m,    ,"RM250,000.00","LORONG SG KARANG DARAT 105, Kuantan, Malaysia",3.9091818,103.3545384,Yes,No,No,No,No,No,Yes,No,Yes
2 - 2 1/2 Storey Terraced,Seberang Perai Selatan,15,PEARL IMPIANA, SEMAK SEMULA PLAN BANGUNAN,January 2024,Freehold,115.00,sq.m,149,sq.m,    ,"RM621,000.00","SEMAK SEMULA PLAN BANGUNAN, Seberang Perai Selatan, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Kuala Muda,Bandar Sungai Petani,BANDAR AMANJAYA (ZON ANGGERIK),JLN ANGGERIK,August 2024,Freehold,130.10,sq.m,129,sq.m,    ,"RM120,000.00","JLN ANGGERIK, Kuala Muda, Malaysia",5.6422534,100.5493275,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Low-Cost Flat,Johor Bahru,Plentong,TMN RINTING,   ,April 2024,Freehold,55.00,sq.m,-,-,5,"RM150,000.00","Johor Bahru, Malaysia",1.4581986,103.7649059,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Flat,Alor Gajah,Machap,KG BARU MACHAP,   ,September 2024,Leasehold,88.00,sq.m,-,-,4,"RM85,000.00","Alor Gajah, Malaysia",2.3834528,102.2107805,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Hulu Langat,Cheras,"GARDEN PARK, BDR SG LONG",   ,February 2024,Leasehold,82.00,sq.m,-,-,8,"RM490,000.00","Hulu Langat, Malaysia",3.083333,101.833333,Yes,Yes,No,No,Yes,No,Yes,No,No
2 - 2 1/2 Storey Terraced,Johor Bahru,Tebrau,TMN SETIA INDAH,JLN SETIA 5/8,January 2024,Freehold,130.00,sq.m,130,sq.m,    ,"RM789,000.00","JLN SETIA 5/8, Johor Bahru, Malaysia",1.5739341,103.753173,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Terraced,Batang Padang,Batang Padang,TAMAN LAGENDA AMAN,TMN LAGENDA AMAN,September 2024,Leasehold,121.00,sq.m,84,sq.m,    ,"RM219,000.00","TMN LAGENDA AMAN, Batang Padang, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Barat Daya,12,MAHSURI SQUARE,   ,January 2024,Leasehold,105.00,sq.m,-,-,15,"RM498,000.00","Barat Daya, Malaysia",5.3356587,100.2389496,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Kuala Lumpur,Mukim Setapak,PLATINUM HILL CONDO PV2,   ,June 2024,Freehold,123.00,sq.m,-,-,23,"RM480,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Detached,Kuantan,Kuala Kuantan,SRI KUANTAN,LRG ALOR AKAR 12,November 2024,Freehold,854.59,sq.m,297,sq.m,    ,"RM1,050,000.00","LRG ALOR AKAR 12, Kuantan, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Sepang,Dengkil,BANDAR BUKIT PUCHONG,JLN BP 14/3,July 2024,Freehold,109.00,sq.m,147,sq.m,    ,"RM622,000.00","JLN BP 14/3, Sepang, Malaysia",2.9761583,101.6272008,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Terraced,Johor Bahru,Pulai,TMN SRI PULAI PERDANA,JLN PULAI PERDANA 9/9,April 2024,Freehold,82.00,sq.m,102,sq.m,    ,"RM480,000.00","JLN PULAI PERDANA 9/9, Johor Bahru, Malaysia",1.5588734,103.6150542,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Johor Bahru,Pulai,TMN UNGKU TUN AMINAH,JLN PERWIRA 11,September 2024,Freehold,356.00,sq.m,88,sq.m,    ,"RM550,000.00","JLN PERWIRA 11, Johor Bahru, Malaysia",1.5251675,103.6615193,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Seberang Perai Selatan,11,TMN BAHAGIA (SPS),SOLOK MERBUK,September 2024,Freehold,137.49,sq.m,93,sq.m,    ,"RM300,000.00","SOLOK MERBUK, Seberang Perai Selatan, Malaysia",5.1720641,100.4757764,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
Condominium/Apartment,Petaling,Pekan Puchong Perdana,RESIDENSI AURORA-PUCHONG PRIMA,   ,July 2024,Leasehold,107.02,sq.m,-,-,31,"RM495,000.00","Petaling, Malaysia",3.083333,101.583333,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Pasir Mas,Apam,"TAMAN SEMASA, APAM", LEBUHRAYA RANTAU PANJANG,January 2024,Leasehold,106.00,sq.m,116,sq.m,    ,"RM308,000.00","LEBUHRAYA RANTAU PANJANG, Pasir Mas, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Johor Bahru,Tebrau,TMN BESTARI INDAH 1,JLN BESTARI 23/2,May 2024,Freehold,130.00,sq.m,85,sq.m,    ,"RM450,000.00","JLN BESTARI 23/2, Johor Bahru, Malaysia",1.5993762,103.7901786,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Seremban,Pekan Ulu Temiang,TMN BUKIT MUTIARA,LORONG BKT MUTIARA 8/3,February 2024,Freehold,143.00,sq.m,66,sq.m,    ,"RM250,000.00","LORONG BKT MUTIARA 8/3, Seremban, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Petaling,Pekan Kayu Ara,"PELANGI DAMANSARA FASA 1A-PJU 6, P.JAYA",   ,March 2024,Leasehold,106.00,sq.m,-,-,16,"RM520,000.00","Petaling, Malaysia",3.083333,101.583333,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Klang,Kapar,TMN TOK MUDA,JALAN KERUING 12/KU14,September 2024,Freehold,123.00,sq.m,76,sq.m,    ,"RM397,000.00","JALAN KERUING 12/KU14, Klang, Malaysia",,,No,No,No,No,No,No,No,No,No
Flat,Hulu Langat,Bandar Kajang,TMN BKT MEWAH,   ,July 2024,Freehold,71.00,sq.m,-,-,4,"RM210,000.00","Hulu Langat, Malaysia",3.083333,101.833333,Yes,Yes,No,No,Yes,No,Yes,No,No
2 - 2 1/2 Storey Terraced,Kinta,Ulu Kinta,TMN SONG CHOON,LEBUH RAPAT BARU 11,September 2024,Leasehold,102.00,sq.m,106,sq.m,    ,"RM250,000.00","LEBUH RAPAT BARU 11, Kinta, Malaysia",4.5533403,101.1104965,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Low-Cost House,Klang,Kelang,TMN SRI ANDALAS JAYA,LRG SERI DAMAK 58,August 2024,Freehold,77.00,sq.m,56,sq.m,    ,"RM305,000.00","LRG SERI DAMAK 58, Klang, Malaysia",,,No,No,No,No,No,No,No,No,No
Low-Cost House,Johor Bahru,Plentong,TMN AIR BIRU,LRG 12,January 2024,Leasehold,75.81,sq.m,54,sq.m,    ,"RM230,000.00","LRG 12, Johor Bahru, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Semi-Detached,Kuala Langat,Batu (Kuala Langat),TMN. SRI KUNDANG,JLN KUNDANG 1,January 2024,Freehold,369.00,sq.m,146,sq.m,    ,"RM670,000.00","JLN KUNDANG 1, Kuala Langat, Malaysia",2.6728536,101.5428219,Yes,No,No,No,Yes,No,Yes,No,Yes
Condominium/Apartment,Klang,Kelang,PERDANA VILLA APARTMENT,   ,February 2024,Freehold,91.00,sq.m,-,-,4,"RM330,000.00","Klang, Malaysia",3.0448394,101.4447363,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
Detached,Petaling,Pekan Puchong Perdana,TAMAN TASIK PRIMA,JLN TASIK PRIMA 6,May 2024,Leasehold,560.00,sq.m,354,sq.m,    ,"RM1,900,000.00","JLN TASIK PRIMA 6, Petaling, Malaysia",2.9823667,101.6021154,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Hulu Selangor,Batang Kali,ION BERLIAN GARDEN,JALAN BELIAN 1/11,May 2024,Freehold,120.80,sq.m,112,sq.m,    ,"RM466,000.00","JALAN BELIAN 1/11, Hulu Selangor, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Batang Padang,Batang Padang,TAMAN LAGENDA AMAN,OFF JALAN TAPAH ROAD,June 2024,Leasehold,314.00,sq.m,74,sq.m,    ,"RM340,000.00","OFF JALAN TAPAH ROAD, Batang Padang, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Kerian,Parit Buntar,TMN KERIAN SENTOSA,TMN KERIAN SENTOSA FASA 1,May 2024,Leasehold,143.00,sq.m,188,sq.m,    ,"RM499,000.00","TMN KERIAN SENTOSA FASA 1, Kerian, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Bahagian Samarahan,Bahagian Samarahan,TAMAN SENTORIA,JALAN STAKAN,April 2024,Freehold,182.00,sq.m,93,sq.m,    ,"RM380,000.00","JALAN STAKAN, Bahagian Samarahan, Malaysia",1.4439195,110.3674355,Yes,No,No,Yes,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Terraced,Hulu Langat,Bandar Ampang,TMN PANDAN PERDANA,JLN PERDANA 1/4,October 2024,Leasehold,121.00,sq.m,72,sq.m,    ,"RM500,000.00","JLN PERDANA 1/4, Hulu Langat, Malaysia",3.1197941,101.7409966,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Terraced,Kubang Pasu,Bandar Jitra,TMN NILAM KENCANA FASA 2,JLN JITRA - CHANGLOON,January 2024,Freehold,304.00,sq.m,161,sq.m,    ,"RM363,000.00","JLN JITRA - CHANGLOON, Kubang Pasu, Malaysia",,,No,No,No,No,No,No,No,No,No
Low-Cost House,Petaling,Bdr Petaling Jaya Selatan,PJS 2,JALAN PJS 2C/7B,May 2024,Leasehold,77.00,sq.m,145,sq.m,    ,"RM460,000.00","JALAN PJS 2C/7B, Petaling, Malaysia",3.0798134,101.6329099,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Johor Bahru,Plentong,IMPIAN SENIBONG APARTMENT,   ,July 2024,Leasehold,118.82,sq.m,-,-,5,"RM460,000.00","Johor Bahru, Malaysia",1.4581986,103.7649059,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Kinta,Sungei Terap,TMN BEMBAN SETIA,DATARAN SETIA 5,January 2024,Leasehold,130.00,sq.m,84,sq.m,    ,"RM240,000.00","DATARAN SETIA 5, Kinta, Malaysia",4.4702661,101.0008585,Yes,No,No,Yes,Yes,No,Yes,No,Yes
Low-Cost Flat,Kuala Lumpur,Mukim Batu,TAMAN MEGAH KEPONG(FLAT KOS RENDAH),   ,October 2024,Freehold,62.00,sq.m,-,-,8,"RM150,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Manjung,Sitiawan,TAMAN SERI MAHKOTA,OFF JLN SIMPANG DUA,November 2024,Freehold,130.00,sq.m,84,sq.m,    ,"RM180,000.00","OFF JLN SIMPANG DUA, Manjung, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Johor Bahru,Plentong,TMN KOTA MASAI,JLN MANGGA 18,July 2024,Freehold,291.00,sq.m,74,sq.m,    ,"RM400,000.00","JLN MANGGA 18, Johor Bahru, Malaysia",1.4784286,103.9476283,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Kinta,Ulu Kinta,TMN MERU 3 -SCIENTEX ARECA,JLN MERU 3 - SCIENTEX ARECA,January 2024,Leasehold,146.30,sq.m,98,sq.m,    ,"RM349,000.00","JLN MERU 3 - SCIENTEX ARECA, Kinta, Malaysia",,,No,No,No,No,No,No,No,No,No
Low-Cost House,Kuala Muda,Bandar Sungai Petani,TMN SUTERA IDAMAN, JLN SUTERA IDAMAN 8,February 2024,Freehold,102.00,sq.m,60,sq.m,    ,"RM230,000.00","JLN SUTERA IDAMAN 8, Kuala Muda, Malaysia",5.6374363,100.5328499,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Johor Bahru,Tebrau,TMN SERI AUSTIN,JLN SERI AUSTIN 6/13,August 2024,Freehold,250.00,sq.m,137,sq.m,    ,"RM750,000.00","JLN SERI AUSTIN 6/13, Johor Bahru, Malaysia",1.582263,103.7484658,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Semi-Detached,Hilir Perak,Changkat Jong,TMN CHUI CHAK, JALAN LANGKAP-CHUI CHAK,February 2024,Leasehold,324.00,sq.m,139,sq.m,    ,"RM418,000.00","JALAN LANGKAP-CHUI CHAK, Hilir Perak, Malaysia",4.0394025,101.179343,Yes,Yes,No,No,Yes,No,Yes,No,No
Condominium/Apartment,Kuala Lumpur,Mukim Batu,MENARA MENJALARA,   ,August 2024,Freehold,100.00,sq.m,-,-,12,"RM380,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Semi-Detached,Rompin,Bebar,PRIMA BANDAR MUADZAM,JALAN MUADZAM-SEGAMAT,January 2024,Leasehold,260.00,sq.m,91,sq.m,    ,"RM135,000.00","JALAN MUADZAM-SEGAMAT, Rompin, Malaysia",,,No,No,No,No,No,No,No,No,No
Low-Cost House,Kota Setar,Bandar Kuala Kedah,TMN BERSATU (BATAS PAIP),OFF JLN BATAS PAIP,February 2024,Freehold,65.03,sq.m,65,sq.m,    ,"RM160,000.00","OFF JLN BATAS PAIP, Kota Setar, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Semi-Detached,Kota Bahru,Demit,KG DEMIT,OFF JLN SULTAN YAHYA,March 2024,Freehold,243.00,sq.m,183,sq.m,    ,"RM610,000.00","OFF JLN SULTAN YAHYA, Kota Bahru, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Lintang,TMN SERI PAYA DALAM,JLN SPD 2,January 2024,Freehold,112.00,sq.m,61,sq.m,    ,"RM240,000.00","JLN SPD 2, Melaka Tengah, Malaysia",2.1983317,102.3500749,Yes,Yes,No,No,Yes,No,Yes,No,No
Low-Cost House,Kuala Muda,Bandar Sungai Petani,TMN BANDAR BARU SG LALANG,LRG JATI 11A,July 2024,Freehold,121.00,sq.m,59,sq.m,    ,"RM200,000.00","LRG JATI 11A, Kuala Muda, Malaysia",,,No,No,No,No,No,No,No,No,No
Low-Cost House,Kuala Muda,Bandar Sungai Petani,TMN RIA JAYA FASA 3,LRG INANG 13/3,October 2024,Freehold,111.48,sq.m,59,sq.m,    ,"RM265,000.00","LRG INANG 13/3, Kuala Muda, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Seremban,Pekan Senawang,TAMAN JASMIN [SENAWANG],JALAN JASMIN 17,July 2024,Freehold,104.00,sq.m,95,sq.m,    ,"RM260,000.00","JALAN JASMIN 17, Seremban, Malaysia",2.6873807,101.9943845,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
Condominium/Apartment,Petaling,Pekan Puchong Perdana,PANGSAPURI PERMATA-PUCHONG PERMAI,   ,March 2024,Leasehold,79.00,sq.m,-,-,4,"RM270,000.00","Petaling, Malaysia",3.083333,101.583333,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Johor Bahru,Tebrau,TMN DESA PALMA,JLN PALMA KIPAS,July 2024,Freehold,143.08,sq.m,143,sq.m,    ,"RM645,000.00","JLN PALMA KIPAS, Johor Bahru, Malaysia",1.5533459,103.7247151,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
